Sequence	SRR22405441	SRR22405442	SRR22405445	SRR22405453	SRR22405460	SRR22405461	SRR22405467	SRR22405532	SRR22405538	SRR22405544
k141_493	0	0	0	1	0	1	0	0	14	3
k141_12955	7	10	3	3	9	2	6	0	2	2
k141_25490	0	0	0	0	1	5	1	1	62	7
k141_38066	59	0	11	31	1	10	0	0	0	12
k141_12973	2	0	0	0	0	0	0	70	0	0
k141_38084	0	0	0	0	0	17	0	0	0	0
k141_63288	2	22	12	5	24	3	35	196	3	0
k141_494	1	64	32	7	52	11	97	420	3	3
k141_38092	0	0	0	0	0	0	0	0	3	14
k141_63292	48	0	14	18	0	5	0	0	0	6
k141_495	10	0	0	20	6	6	0	1	2	17
k141_12987	38	0	10	17	0	6	0	0	0	3
k141_38100	0	0	0	0	0	0	0	0	0	24
k141_63294	0	0	0	0	0	0	0	40	0	0
k141_50301	939	2329	534	450	979	141	1321	6298	3462	142
k141_63299	0	0	0	0	26	3	84	0	0	0
k141_496	0	0	0	0	2	0	1	202	2	0
k141_50303	11	17	8	8	8	11	11	1	2	12
k141_12992	225	0	250	241	12	5	0	0	71	67
k141_50304	0	0	0	0	0	0	0	0	3	14
k141_499	0	0	1	0	8	1	29	0	0	0
k141_63302	0	0	0	75	0	0	12	0	0	1
k141_12996	2	1	2	0	1	2	0	0	0	2
k141_13001	6	4	1	10	14	6	12	34	4	10
k141_13002	17	0	8	4	0	2	0	0	0	2
k141_50311	1	0	1	0	43	1	121	1	1	0
k141_13006	4	1	43	24	0	16	0	0	12	1
k141_88261	611	40	952	1279	3059	282	196	21	327	372
k141_38101	30	160	33	32	144	123	112	148	2	21
k141_38104	0	3	0	0	8	1	1	0	1	0
k141_88265	0	0	0	0	0	0	0	0	48	0
k141_13009	328	84	163	108	193	142	130	6	3	120
k141_13011	1	0	0	0	0	16	0	0	5	1
k141_38113	0	0	15	72	0	0	0	1	1	1
k141_13012	4	0	10	48	4	9	0	0	16	21
k141_13014	2	15	0	0	22	5	57	1	0	0
k141_50352	1	0	0	0	0	3	0	0	37	1
k141_512	4	2	147	497	2	12	0	0	12	19
k141_13016	0	0	0	0	0	1	0	96	0	0
k141_38115	0	87	0	1	127	20	338	8	1	3
k141_50359	0	0	10	32	0	2	0	0	0	0
k141_518	5	0	3	14	2	2	2	0	4	7
k141_520	0	0	1	0	0	0	0	0	3	26
k141_13024	0	0	0	0	0	1	0	1	33	0
k141_88266	218	1	250	132	18	109	0	0	50	120
k141_75623	740	1716	783	1217	3428	510	2506	2700	1833	793
k141_50365	0	0	0	0	15	0	60	0	0	0
k141_38119	4	0	34	150	2	6	0	0	19	8
k141_38123	3	0	2	0	2	2	0	0	5	47
k141_13038	0	0	1	0	11	0	21	0	0	0
k141_75633	5	2	0	2	3	6	0	1	7	11
k141_88281	3	5	5	3	15	4	12	12	7	5
k141_13042	0	0	9	15	0	0	0	0	12	0
k141_50368	62	0	0	0	25	28	1	85	0	43
k141_38128	0	7	0	0	12	5	49	1	0	2
k141_75642	0	0	0	0	0	0	0	0	16	0
k141_88283	0	0	0	1	0	0	0	0	44	0
k141_526	3	64	3	1	99	18	224	4	3	5
k141_50376	5	11	1	2	6	4	3	0	0	0
k141_75647	0	0	0	0	0	0	0	0	1	18
k141_13050	0	0	0	0	0	0	0	23	0	0
k141_88290	0	0	0	0	3	0	16	0	0	0
k141_13052	0	0	1	0	0	0	0	0	4	13
k141_50383	0	0	0	0	0	1	0	0	3	19
k141_25493	3043	7	3299	3306	109	51	14	7	905	922
k141_63305	9	3	6	408	62	28	1	961	5	401
k141_531	5	0	4	29	2	1	0	0	1	16
k141_88291	2	8	5	6	25	1	18	18	22	3
k141_63307	0	0	0	0	0	0	0	0	1	15
k141_50387	2	0	5	8	4	6	0	0	1	0
k141_38131	0	24	0	2	37	11	102	3	0	0
k141_25496	10	13	4	6	20	2	11	0	0	9
k141_75653	7	22	6	16	23	10	30	0	0	4
k141_536	1	0	0	0	19	2	56	0	0	0
k141_38138	0	0	0	0	2	0	18	0	0	0
k141_63319	0	0	0	0	0	0	0	0	0	19
k141_88307	0	0	0	1	0	0	0	25	0	0
k141_25505	63	0	59	70	5	1	0	0	25	12
k141_13074	0	0	0	0	29	0	117	0	0	0
k141_539	0	0	1	1	0	4	1	0	80	2
k141_63321	639	0	706	757	21	16	0	1	203	172
k141_50390	30	33	12	7	40	13	33	1	0	12
k141_13076	29	0	0	2	0	0	0	1	2	8
k141_88311	2	0	1	0	1	1	0	0	6	48
k141_25506	17	0	14	56	3	20	0	1	29	29
k141_38149	8	9	1	4	2	6	6	0	0	3
k141_546	5	3	0	2	4	3	8	0	0	1
k141_63326	0	0	0	0	0	1	0	0	33	1
k141_88312	21	0	7	14	1	4	0	0	0	8
k141_13079	3	0	0	13	0	4	0	0	3	14
k141_38152	6	0	0	0	1	11	0	0	3	3
k141_88313	12	18	8	9	18	6	13	0	4	6
k141_553	6	13	2	3	14	4	12	0	0	3
k141_88314	2	0	0	2	0	0	0	0	3	5
k141_63329	0	0	1	46	11	7	0	106	1	57
k141_554	0	0	1	0	0	0	0	0	10	0
k141_25514	14	2	3	10	2	15	1	2	55	54
k141_88316	0	4	0	0	6	0	4	13	0	0
k141_38161	0	0	0	54	0	1	14	0	1	0
k141_560	0	0	0	0	0	2	0	0	15	0
k141_38171	0	0	0	0	5	0	16	0	0	0
k141_564	8	1	4	15	0	1	1	2	6	8
k141_572	2	0	0	0	0	0	0	0	11	2
k141_38179	5	5	4	8	8	4	8	0	0	6
k141_38180	0	0	0	0	7	0	14	0	0	0
k141_576	44	0	2	5	0	3	0	0	3	4
k141_63338	283	1001	185	127	735	289	1134	0	1	57
k141_577	1	0	1	1	0	0	0	0	5	28
k141_63339	0	0	0	0	0	16	0	0	0	0
k141_578	0	0	8	11	0	0	0	0	4	0
k141_25517	3	71	26	4	38	8	84	447	2	1
k141_582	8	0	0	0	0	4	0	0	23	0
k141_583	1	0	1	0	0	0	0	0	4	17
k141_38185	61	0	28	38	0	12	1	0	0	6
k141_63350	1	2	1	0	2	3	1	7	0	1
k141_25523	0	0	0	1	0	1	0	2	36	0
k141_586	0	0	0	2	1	0	0	0	1	16
k141_38193	0	0	0	0	3	0	18	0	0	0
k141_590	14	2	0	5	5	11	0	0	8	4
k141_38195	6	0	3	4	1	2	0	0	0	3
k141_592	1	1	4	4	4	1	0	0	1	9
k141_63352	83	79	52	82	73	59	50	39	1	119
k141_594	0	1	0	0	1	1	0	51	0	2
k141_38203	0	0	0	0	0	0	0	1	17	1
k141_13082	308	81	55	194	374	349	52	22	5	176
k141_38204	0	0	0	0	0	0	0	0	19	1
k141_25529	143	0	151	134	2	1	0	2	51	36
k141_63356	0	5	1	2	10	1	0	0	0	5
k141_63358	4	4	1	3	8	4	9	0	0	4
k141_25537	19	6	3	6	6	9	15	0	0	8
k141_609	0	0	0	0	0	0	0	0	18	0
k141_63361	0	0	0	0	7	0	15	0	0	0
k141_38211	17	4	6	13	7	42	0	1	73	86
k141_38212	0	0	0	3	2	0	7	0	0	0
k141_610	1	0	0	0	3	0	35	0	0	0
k141_63366	0	0	0	0	0	0	0	0	8	28
k141_50406	162	410	84	89	169	24	217	1120	586	30
k141_38213	1	0	2	2	0	1	0	0	15	76
k141_618	1	2	1	1	18	9	0	7	1	0
k141_50408	0	6	0	0	4	1	9	0	0	0
k141_50411	8	18	3	11	36	7	11	0	1	7
k141_63372	0	0	0	1	0	7	0	185	1	0
k141_631	0	1	12	60	0	4	0	2	2	1
k141_50418	0	0	9	5	0	2	0	0	6	2
k141_637	1	0	1	0	0	25	0	0	0	1
k141_63376	54	1	9	16	0	8	0	0	0	3
k141_50427	3	1	1	0	0	2	0	0	20	3
k141_88318	533	3	475	450	78	78	17	7	3	649
k141_38214	1	64	18	3	34	4	64	223	2	2
k141_641	16	34	21	20	18	17	26	39	2	16
k141_63378	1	7	0	0	10	0	0	0	0	0
k141_50428	1	0	1	1	0	2	0	0	6	0
k141_88322	4	0	1	0	6	12	0	0	14	1
k141_642	0	0	2	0	0	14	0	0	4	10
k141_88324	0	0	0	0	1	2	0	0	55	1
k141_50435	4	0	1	15	0	2	0	0	4	11
k141_25546	625	482	426	258	80	103	402	360	0	861
k141_643	2	0	0	1	17	3	56	0	0	0
k141_63387	0	0	1	0	0	1	0	30	0	0
k141_645	0	1	0	6	0	0	0	0	6	1
k141_650	3	0	1	1	1	7	0	0	16	4
k141_88333	2	0	0	0	2	3	0	0	49	1
k141_88334	3	8	2	2	1	2	5	2	4	4
k141_63396	16	0	5	7	0	1	0	0	0	1
k141_50448	0	0	27	90	1	4	0	0	1	4
k141_655	0	0	1	0	0	0	0	0	38	3
k141_63398	12	0	5	13	0	1	0	0	0	5
k141_88338	0	0	0	0	0	10	0	0	0	1
k141_25551	110	3	78	60	14	37	1	4	1	129
k141_50455	6	0	2	17	1	3	0	1	0	10
k141_25552	27	6	3	14	25	24	3	1	0	13
k141_88350	17	0	6	10	0	0	0	0	2	2
k141_656	21	31	4	12	35	20	31	0	0	7
k141_63405	7	1	43	94	0	5	0	1	14	17
k141_657	0	0	0	0	0	0	0	0	11	0
k141_25557	0	0	0	0	0	0	0	0	1	25
k141_63406	0	1	0	0	16	12	0	6	0	0
k141_50466	6	0	1	21	0	3	0	0	1	14
k141_88356	0	0	0	0	9	0	25	0	0	0
k141_659	0	0	2	1	0	2	0	0	10	0
k141_25559	0	0	0	0	11	0	25	0	0	0
k141_50472	0	0	0	0	7	0	31	0	0	0
k141_664	0	0	0	1	0	0	0	0	3	15
k141_63408	0	0	0	2	0	0	0	0	13	85
k141_665	0	0	1	1	0	30	0	0	2	1
k141_25566	0	0	0	12	0	1	0	0	0	2
k141_50474	4	19	3	3	28	27	13	18	0	0
k141_88362	65	0	30	32	4	11	0	0	1	9
k141_25571	1	4	0	0	9	1	0	0	0	1
k141_50482	0	0	0	0	0	1	0	0	25	0
k141_88370	2	0	1	7	0	3	0	0	4	13
k141_679	0	1	0	0	1	0	0	49	0	0
k141_25579	1	0	0	0	1	20	0	0	2	0
k141_681	23	0	23	17	2	9	0	0	4	16
k141_88372	0	0	0	0	13	0	53	1	0	0
k141_25582	4	5	0	1	1	43	3	14	0	6
k141_88381	1	11	5	1	0	5	19	6	3	0
k141_25587	1	0	0	0	0	2	0	0	20	0
k141_50495	0	20	0	0	43	7	98	2	0	1
k141_684	0	15	4	0	8	1	33	91	0	1
k141_687	0	0	0	0	0	0	0	28	0	0
k141_88390	9	12	8	10	16	0	22	0	1	9
k141_694	0	0	0	0	0	1	0	0	2	22
k141_25590	4	0	43	143	2	2	1	0	2	2
k141_88394	1	7	1	0	2	3	3	0	1	3
k141_699	1	0	0	0	0	0	0	0	31	0
k141_50508	0	0	37	153	0	1	0	0	0	1
k141_50510	0	0	0	0	0	1	0	0	5	42
k141_702	9	21	9	7	31	8	12	0	1	19
k141_708	0	0	3	0	0	2	0	0	3	44
k141_50516	1	0	29	104	0	2	1	0	0	2
k141_88407	0	24	0	2	107	72	4	80	5	1
k141_709	0	0	1	0	0	0	0	0	2	28
k141_713	1	2	0	0	7	1	1	3	0	3
k141_88410	42	0	6	11	0	1	0	0	0	2
k141_63413	1039	877	688	447	123	108	600	492	10	1327
k141_63414	18	0	4	7	0	1	0	0	0	2
k141_719	0	0	3	3	0	36	0	0	10	11
k141_722	0	0	0	0	1	15	0	0	0	0
k141_727	0	3	0	0	2	0	7	22	0	0
k141_88424	0	3	0	1	32	30	0	32	0	1
k141_50546	2	0	0	1	0	2	0	0	12	3
k141_50548	0	2	4	11	2	13	0	0	1	7
k141_88428	0	0	0	0	0	0	0	0	20	0
k141_63436	0	0	0	0	0	2	0	0	5	54
k141_732	0	0	0	0	12	0	48	0	0	0
k141_50549	0	0	1	0	7	0	29	1	0	0
k141_88437	4	0	4	5	0	2	0	1	1	6
k141_63448	0	0	6	21	0	0	0	0	8	0
k141_88441	0	18	0	0	31	4	55	3	0	0
k141_750	1	0	0	1	2	1	0	1	33	1
k141_63462	2	0	0	1	4	6	0	0	1	1
k141_757	5	0	0	6	4	2	0	1	12	6
k141_762	4	0	0	1	0	0	0	0	5	1
k141_63466	30	0	8	7	0	2	0	0	0	2
k141_50554	535	337	299	226	55	68	258	214	1	616
k141_63475	0	0	0	0	6	0	27	0	0	0
k141_63477	13	0	4	5	0	2	0	0	0	0
k141_63478	0	0	5	6	0	0	0	0	2	0
k141_50555	0	0	0	1	0	3	0	166	5	1
k141_63486	1	4	1	2	9	2	6	0	0	0
k141_771	0	0	1	56	10	6	0	163	1	58
k141_50565	13	0	0	4	0	3	0	0	17	4
k141_50568	0	0	0	0	0	1	0	0	14	0
k141_63493	1	0	0	0	0	2	0	0	12	29
k141_772	15	18	7	12	19	17	22	0	0	8
k141_63495	0	0	0	0	0	1	0	1	0	9
k141_50573	1	0	0	0	1	2	0	0	10	2
k141_75657	1774	106	1481	1348	344	427	72	338	21	2477
k141_50575	2	1	0	0	0	0	0	1	0	12
k141_63499	0	0	0	0	0	1	0	0	19	0
k141_780	0	0	6	8	0	0	0	0	5	0
k141_13083	1534	159	2584	3452	8110	667	617	79	1002	967
k141_75660	7	23	7	9	33	9	22	0	1	10
k141_784	4	7	1	3	43	41	0	3	0	5
k141_50590	0	0	10	8	0	1	0	0	3	0
k141_13086	4	1	1	3	11	2	5	0	0	3
k141_75664	8	0	0	17	0	2	0	0	2	12
k141_789	0	0	0	0	0	0	0	0	18	0
k141_50595	3	0	0	0	0	2	0	0	25	0
k141_13096	0	1	3	40	0	2	0	0	0	1
k141_75671	0	1	0	0	8	0	21	0	0	2
k141_13097	0	0	0	0	0	0	0	0	17	1
k141_75676	4	2	7	8	2	7	0	1	7	17
k141_50597	17	24	11	11	36	10	42	0	1	10
k141_75680	2	2	0	1	5	1	6	0	0	0
k141_809	1	0	3	2	1	4	0	0	13	42
k141_13102	31	71	37	50	475	516	15	276	0	26
k141_810	0	0	0	0	1	31	0	0	0	0
k141_63505	0	1	1	0	1	7	0	478	2	3
k141_13105	4	0	0	0	1	22	0	0	0	2
k141_50610	0	0	0	0	8	0	29	0	0	0
k141_811	23	0	4	2	0	0	0	0	0	2
k141_814	16	0	10	42	1	10	0	3	9	4
k141_50619	0	0	0	0	1	17	0	0	0	3
k141_63510	5	11	5	3	17	3	6	1	0	3
k141_75687	0	30	0	0	53	16	95	2	1	1
k141_13108	1	0	0	1	1	9	0	0	88	0
k141_50623	0	0	0	0	7	0	11	0	0	0
k141_63511	4	1	3	8	0	1	0	0	0	11
k141_13110	0	0	0	1	0	0	0	0	6	22
k141_63524	2	0	2	4	2	3	0	0	15	28
k141_815	9	0	58	253	0	9	1	2	5	11
k141_817	3	24	1	1	49	7	2	0	0	1
k141_63531	0	0	0	0	12	2	39	0	0	1
k141_13111	101	5	145	162	512	54	19	2	50	71
k141_821	0	0	0	0	0	0	0	0	11	0
k141_13112	2	0	1	0	0	0	0	0	1	22
k141_63535	135	211	170	103	94	44	152	96	21	99
k141_13113	5	0	0	14	1	1	0	3	2	14
k141_63539	0	0	2	8	0	0	0	0	0	0
k141_75697	1	55	2	4	93	28	258	5	0	5
k141_63541	0	0	18	64	0	3	0	1	1	1
k141_825	0	0	0	47	6	2	0	97	1	35
k141_63543	0	0	0	0	0	17	0	0	0	0
k141_88445	1895	1602	1279	900	258	272	1299	1246	3	2850
k141_50627	262	36	455	626	1543	115	112	12	220	175
k141_75712	3	5	0	0	20	13	0	8	0	0
k141_50628	17	3	0	4	2	7	0	0	4	11
k141_63548	0	0	12	19	0	0	0	0	11	0
k141_826	1	0	0	1	32	0	90	0	0	0
k141_13128	0	1	2	0	2	9	0	1	148	0
k141_50634	0	0	0	0	0	0	0	26	0	0
k141_63551	10	0	0	0	4	0	0	5	1	2
k141_88448	3	0	19	128	1	1	0	0	2	4
k141_25594	462	1058	235	193	430	65	630	3170	1592	56
k141_13130	0	0	0	0	17	1	46	0	0	0
k141_88450	0	0	10	68	1	0	0	0	2	3
k141_25596	0	0	8	55	0	2	0	0	4	1
k141_75717	0	0	0	0	0	10	0	240	0	5
k141_13138	3	0	0	15	2	1	0	2	2	7
k141_88452	1	17	0	0	15	3	51	2	0	0
k141_50650	0	0	2	0	0	1	0	0	3	20
k141_25598	16	33	6	3	8	3	8	83	39	3
k141_13140	10	2	0	0	0	17	0	0	0	5
k141_63552	1	0	41	193	0	7	2	1	2	3
k141_88455	7	0	0	6	0	3	0	0	2	12
k141_843	3	0	5	1	1	3	0	2	12	88
k141_50652	7	12	2	3	5	0	3	25	14	0
k141_25601	1	0	5	29	0	0	0	0	2	0
k141_50655	0	0	0	0	0	18	0	0	1	1
k141_63559	0	12	0	0	2	0	0	0	0	0
k141_851	4	4	0	3	6	7	2	0	0	2
k141_25604	1	1	1	3	5	3	0	2	7	15
k141_50661	1	1	0	0	0	0	2	0	2	26
k141_75720	25	34	14	16	42	16	45	0	0	12
k141_63565	0	0	0	0	0	14	0	0	0	0
k141_88469	1	2	2	1	1	3	1	0	0	1
k141_63568	0	0	0	0	2	12	0	0	0	0
k141_75725	0	1	0	0	2	5	0	0	5	18
k141_88472	2	0	0	2	0	2	0	0	8	4
k141_50666	0	0	11	57	0	1	0	1	2	0
k141_13144	1	0	0	0	2	5	0	211	1	1
k141_75726	0	3	0	0	0	1	0	0	2	17
k141_863	1	0	6	6	0	0	0	0	8	0
k141_38219	495	1144	581	780	2495	324	1659	1867	1280	610
k141_25614	0	1	0	72	0	0	10	0	0	0
k141_13147	0	0	2	0	1	0	0	0	2	24
k141_75729	6	0	0	0	1	1	0	2	13	5
k141_25615	0	1	0	0	19	8	0	6	0	0
k141_75730	0	0	1	2	0	5	0	0	0	4
k141_50676	6	14	4	3	3	0	12	44	24	1
k141_13150	103	117	85	50	37	19	87	155	0	189
k141_63586	0	0	0	0	4	2	22	0	1	0
k141_13151	0	2	1	0	5	0	31	0	0	0
k141_75739	4	0	2	14	3	2	0	0	1	10
k141_63588	0	1	1	0	0	31	0	0	2	5
k141_13156	0	0	0	0	0	1	0	2	20	0
k141_38229	2	0	17	78	0	2	0	2	9	2
k141_63595	3	0	2	0	15	8	0	5	0	0
k141_38235	0	0	1	1	0	0	0	0	3	19
k141_88473	8	1	64	374	4	16	2	0	22	35
k141_38236	1	0	1	7	0	7	0	0	0	3
k141_63600	6	10	4	7	12	2	11	0	0	5
k141_50677	1	40	0	1	146	98	5	94	1	0
k141_38237	6	0	1	0	0	1	0	0	15	3
k141_13167	30	0	11	27	0	7	1	0	0	7
k141_25617	196	71	34	136	229	178	27	19	3	97
k141_38239	0	0	2	0	0	0	0	0	1	28
k141_88478	1	3	15	73	1	1	0	0	2	4
k141_13176	1	0	0	41	1	3	0	0	0	4
k141_88479	0	0	0	0	8	0	19	0	0	1
k141_63609	0	9	0	0	23	2	61	0	0	0
k141_13183	0	0	0	0	0	1	0	0	12	0
k141_63615	0	0	6	2	0	0	0	0	6	0
k141_75740	0	58	0	5	227	175	6	153	1	2
k141_13185	0	0	0	0	0	8	0	0	0	1
k141_38243	2	0	0	1	0	4	0	146	0	2
k141_63618	0	0	0	2	0	2	0	0	24	2
k141_75744	0	0	0	0	0	1	0	0	3	20
k141_63620	1	0	11	58	0	2	0	0	0	1
k141_75750	1	5	1	1	3	3	0	0	0	0
k141_38248	0	4	0	0	25	36	1	21	0	1
k141_88485	2	37	2	1	80	13	196	4	2	0
k141_63625	0	0	0	0	1	4	0	0	14	0
k141_38250	0	0	0	0	0	2	0	0	9	25
k141_63626	1	0	0	0	0	0	0	1	26	0
k141_13193	22	32	13	14	51	15	37	0	1	9
k141_63631	5	21	1	0	0	0	0	0	1	3
k141_25620	553	759	376	245	135	98	394	609	1	726
k141_75754	19	28	9	9	32	19	22	0	0	2
k141_88498	0	0	0	1	1	1	0	0	35	0
k141_38264	0	0	0	0	0	0	0	46	0	0
k141_75757	0	4	0	0	24	11	0	12	0	0
k141_25628	0	1	18	50	0	4	0	0	3	10
k141_63639	48	0	8	16	1	4	0	1	0	6
k141_88504	7	10	3	1	7	3	16	0	0	10
k141_38270	10	9	3	1	8	3	13	0	0	6
k141_75761	0	0	0	0	1	3	0	0	5	47
k141_13201	94	0	29	28	1	12	0	0	1	11
k141_63645	4	0	0	0	0	2	0	0	10	7
k141_25643	0	1	7	20	0	0	0	0	2	1
k141_75766	0	0	1	0	0	0	0	0	25	1
k141_13206	3	10	4	7	15	6	17	0	0	6
k141_38279	2	0	0	0	1	0	0	0	5	35
k141_75771	0	0	0	0	0	0	0	0	6	7
k141_25645	0	0	0	0	2	7	0	0	47	0
k141_38280	1	0	0	0	0	18	0	0	0	1
k141_13209	0	0	3	15	0	0	0	0	5	0
k141_75773	0	0	0	0	0	0	0	45	0	0
k141_63658	21	1	5	7	2	1	0	0	0	1
k141_25654	0	0	0	0	7	0	24	0	0	0
k141_13212	0	0	0	0	19	0	76	0	0	0
k141_75784	1	0	0	0	0	5	0	0	16	0
k141_63659	29	28	12	15	31	18	25	0	0	12
k141_25661	0	0	0	0	1	0	0	0	7	27
k141_75796	2	0	0	0	0	3	0	0	18	4
k141_75798	0	0	0	0	5	0	27	0	0	0
k141_13218	0	0	0	0	24	0	78	0	0	0
k141_25668	0	0	0	0	10	0	44	0	0	0
k141_25669	0	0	0	0	2	1	0	0	28	0
k141_75804	2	6	2	0	5	4	5	0	0	2
k141_25671	1	0	0	0	0	1	0	0	19	0
k141_75805	3	0	2	0	0	1	0	0	6	39
k141_870	3227	194	4846	3262	871	674	75	59	5011	2684
k141_75807	0	0	0	0	0	0	0	0	23	1
k141_871	0	0	0	0	0	0	0	0	1	18
k141_13228	1	0	0	0	1	1	0	117	1	0
k141_25685	16	2	1	16	5	5	0	2	1	12
k141_75815	0	0	4	26	0	0	0	0	0	1
k141_25687	4	0	0	1	0	2	0	0	7	0
k141_38296	0	91	1	0	141	21	337	6	2	1
k141_13234	0	0	0	0	1	31	0	0	2	0
k141_75819	0	0	0	0	0	10	0	0	0	0
k141_25694	0	0	0	0	0	9	0	0	0	1
k141_874	1	0	0	0	0	0	0	195	0	1
k141_13237	1	0	6	39	2	5	0	0	4	3
k141_25695	0	0	0	2	3	3	0	0	4	0
k141_13238	5	1	3	14	0	5	1	0	0	11
k141_75823	2	0	17	63	0	0	0	0	1	1
k141_876	0	0	11	57	0	0	0	0	0	1
k141_25696	6	0	3	15	0	6	0	1	4	21
k141_25698	0	0	0	0	5	1	13	0	0	0
k141_877	0	0	1	0	0	0	0	0	3	35
k141_38315	1	0	0	4	5	9	0	0	19	5
k141_13245	1	0	0	13	2	1	0	2	2	4
k141_38322	37	146	22	16	88	36	148	0	0	5
k141_880	0	2	0	0	13	1	57	0	0	0
k141_38324	0	0	10	39	0	0	0	0	1	2
k141_25712	0	5	0	0	31	32	1	14	0	0
k141_75836	0	0	17	93	1	1	0	1	4	5
k141_25714	1	0	0	0	0	0	0	0	19	1
k141_882	2	0	24	164	1	10	3	2	2	3
k141_75846	3	3	3	2	4	1	1	0	0	2
k141_885	1	1	0	1	0	1	0	0	33	0
k141_38331	0	0	14	98	0	1	0	0	0	1
k141_75848	0	0	0	0	11	1	46	0	0	1
k141_13252	5	1	69	339	3	9	2	2	5	10
k141_25719	192	4	197	184	10	21	2	9	69	43
k141_892	0	0	0	0	0	0	0	0	0	35
k141_63668	80	155	82	111	344	60	244	311	209	67
k141_75851	0	0	0	0	0	0	0	72	0	0
k141_25723	18	0	13	16	3	2	0	1	4	5
k141_13264	1	3	0	15	3	4	6	16	5	4
k141_38338	0	24	0	1	40	8	100	1	0	0
k141_75857	1	0	0	0	0	1	0	0	1	15
k141_63687	0	0	0	0	0	3	0	0	0	14
k141_13272	8	8	2	3	19	8	9	0	0	6
k141_894	1	37	24	4	29	5	41	223	3	1
k141_75863	0	0	1	0	0	0	0	0	6	73
k141_895	0	1	0	0	16	6	1	7	1	0
k141_13276	0	2	3	2	5	2	3	0	1	0
k141_63695	0	0	0	0	7	0	16	0	1	0
k141_75869	0	0	0	0	0	1	0	0	19	0
k141_75873	17	0	0	1	0	2	0	1	1	2
k141_63696	0	0	17	88	0	1	0	0	0	1
k141_75876	0	3	0	0	2	55	4	15	0	3
k141_63698	12	5	8	22	9	72	0	1	83	26
k141_63700	0	0	0	0	0	0	0	0	1	13
k141_75877	1	3	60	310	1	4	1	0	8	6
k141_13277	0	129	2	1	199	44	467	13	5	0
k141_75879	4	11	4	2	14	8	17	1	0	3
k141_13279	0	0	0	1	0	0	0	0	13	7
k141_38344	1	10	2008	1419	33	24	81	103	3188	906
k141_75883	31	1	8	14	0	3	0	1	0	3
k141_13282	0	0	12	58	0	5	0	0	0	1
k141_75886	30	1	11	10	3	40	2	6	0	11
k141_75887	0	0	0	0	16	0	34	0	0	0
k141_75890	0	0	0	0	0	0	0	0	22	0
k141_88514	402	1044	219	202	398	65	575	2771	1453	61
k141_904	343	5	378	202	17	133	0	0	90	154
k141_13285	0	0	43	133	0	1	0	1	2	3
k141_25730	437	51	836	992	2419	202	160	31	313	309
k141_13289	17	0	10	17	0	3	0	0	0	0
k141_50681	2676	11734	1913	1287	7378	3067	11803	12	25	482
k141_50683	21	0	30	31	1	2	0	0	5	17
k141_75893	1	0	5	1	0	340	0	0	0	0
k141_38373	1	0	8	40	1	0	0	0	2	1
k141_50685	0	5	7	8	6	6	1	0	8	5
k141_75894	0	0	0	0	0	0	0	0	0	13
k141_25743	18	0	3	1	0	2	1	0	1	2
k141_13293	0	12	1	1	54	50	2	24	0	1
k141_50689	30	0	38	34	3	0	0	0	12	8
k141_13296	5	0	0	0	3	0	0	0	0	4
k141_38386	0	0	7	14	0	4	0	0	6	0
k141_75898	0	0	24	61	0	2	0	0	1	2
k141_25747	10	0	6	18	1	6	0	1	3	18
k141_50692	0	4	0	0	30	14	0	0	0	0
k141_13305	6	0	8	4	0	1	0	0	1	0
k141_50694	0	0	0	0	0	0	0	1	90	0
k141_75904	1	1	0	0	0	1	0	79	0	0
k141_38400	1	0	0	0	1	1	0	0	5	44
k141_63701	2	240	105	23	127	30	270	1259	5	6
k141_38402	1	0	0	1	31	1	176	4	0	0
k141_13307	0	18	0	1	42	8	84	13	0	1
k141_75908	7	0	4	31	3	2	0	2	2	11
k141_25750	0	0	55	219	2	3	0	1	3	10
k141_50709	1	0	0	1	0	3	0	1	24	3
k141_38411	2	3	1	2	7	7	2	0	0	3
k141_75917	10	0	0	0	2	0	0	0	0	1
k141_50711	2	1	7	3	5	6	0	1	11	9
k141_13318	0	0	8	9	1	0	0	0	5	1
k141_25756	3	5	0	7	3	9	0	0	6	9
k141_75924	5	0	6	0	0	0	0	0	1	5
k141_13319	10	11	1	4	16	7	11	0	0	5
k141_13320	1	0	0	0	0	0	0	0	4	34
k141_909	0	169	3	1	264	78	669	16	3	4
k141_25765	0	6	0	1	58	40	3	25	1	0
k141_38419	62	0	22	27	0	4	0	0	1	12
k141_13322	1	0	0	1	0	0	0	44	0	1
k141_13323	1	1	1	3	5	1	3	0	1	0
k141_38425	0	0	1	14	0	1	0	0	1	0
k141_50736	2	0	2	0	0	0	0	0	6	36
k141_917	6	0	0	0	0	0	0	0	7	4
k141_25772	0	0	0	0	0	0	0	0	0	26
k141_88534	995	2	1006	1021	20	14	1	2	316	257
k141_63712	180	1	55	61	2	17	0	1	0	22
k141_25776	0	0	0	0	0	14	0	0	1	0
k141_75929	13	0	120	70	6	58	0	0	28	2
k141_63716	133	0	147	143	3	2	0	1	45	35
k141_88539	0	1	0	0	0	2	1	62	0	0
k141_50742	1	0	15	69	0	0	0	0	0	1
k141_38438	0	0	0	0	1	2	0	0	33	0
k141_50743	1	0	3	2	0	1	0	0	12	7
k141_63719	0	0	0	0	6	0	17	0	0	0
k141_919	1	32	0	1	45	11	123	3	0	0
