feature	1_RP_001	1_RP_002	1_RP_003	1_RP_004	1_RP_011	1_RP_012	1_RP_013	1_RP_014
330.753533@56.43[]	44837.0000	36584.5117	35587.5898	30434.8691	33529.7617	38243.1992	32307.5508	31670.4707
160.097010@290.81[]	35967.2500	34580.8008	24231.4902	16908.1406	123986.2969	24338.5898	32427.3398	77986.3984
230.174815@800.66[]	73974.8125	55882.8516	49386.8711	56378.4102	49143.6406	37904.3008	42657.7891	29407.6309
315.134711@783.35[]	144896.4062	81054.9922	64480.7617	72864.3516	52201.1016	31789.1895	30046.6992	27234.9609
427.379167@898.35[1]	1022716.0000	2890286.0000	3789416.0000	1714019.0000	1522670.0000	2078962.0000	2408037.0000	2440026.0000
349.028701@79.92[1]	323776.5938	224336.5000	210341.2031	179805.0938	53787.5000	98736.6484	83438.8984	67223.7500
459.701954@292.99[2]	134760.0000	161024.7969	143404.7031	126189.8984	257665.5938	219849.5000	184088.0000	46133.1719
146.117498@132.03[]	165203.5938	128625.5000	98400.4922	84633.6016	104690.1016	87721.5781	59532.7305	70211.3281
524.372652@908.97[1]	73424072.0000	81118032.0000	43729880.0000	37143040.0000	34012100.0000	36903940.0000	39791300.0000	48914380.0000
275.172040@52.30[]	101598.6016	66554.6797	46087.7188	68656.4609	54409.9102	95027.6406	60197.8594	60999.1992
408.224993@286.59[]	65371.6914	21388.1895	28468.1309	26650.0391	26204.1309	19056.8496	21596.9004	14961.0400
239.103745@275.40[]	37903700.0000	22614930.0000	20224560.0000	20883180.0000	16447100.0000	21223000.0000	16221120.0000	18309630.0000
114.520530@657.82[]	28079.1191	25721.0195	18058.6699	14845.2002	16638.5508	22385.9492	21908.0898	26222.6309
207.057448@576.23[]	101792.7031	186214.5000	134140.2031	58598.5898	78238.2734	78490.3984	118738.1016	76176.8125
333.163275@444.75[1]	230849.4062	25476.5293	38020.6602	185622.5000	64767.3789	105641.3984	84616.4922	134732.5000
411.272697@810.57[]	26045.3906	46770.6094	32128.6191	85862.0078	59328.0117	34607.0391	88125.5000	73943.2188
186.221586@422.28[]	62904.4805	58472.0391	61791.6211	63961.9414	65787.7422	61988.7500	69920.5391	68156.8906
368.279832@762.83[1]	406798.5938	198186.7031	231632.9062	344935.9062	216842.7031	156461.2031	133152.5938	219540.7031
596.365960@850.70[]	27193.7500	34259.6797	24833.9102	39710.7109	25753.3398	36209.0000	29186.5098	35053.7812
157.084816@432.28[]	43759.0117	24892.1895	29670.4102	19725.7305	30150.0098	29981.1699	24586.5293	26589.2891
912.963254@715.47[2]	19087.2305	20713.8594	13138.7305	10335.8301	12900.9297	10953.6699	14830.3799	12447.2998
200.200983@842.20[]	13806.7402	11460.4805	17341.5098	13677.4102	17123.4102	18197.0898	30021.7891	29139.3906
780.445118@56.51[]	24212.0801	24801.4004	27498.4609	26497.9902	24724.5508	23308.1699	24354.3594	25749.2207
393.224858@198.60[]	37372.4492	37423.0586	37382.8281	47597.8711	40335.2188	40460.0117	44860.7188	48882.8594
228.033443@657.82[]	30451.3008	24732.4004	15816.7998	11990.1602	11703.5596	18179.7305	19015.9395	20913.6504
434.750236@790.04[2]	224792.0000	17636.5898	52412.1797	216843.0938	65091.8281	79832.9688	92384.8438	103805.7031
297.169041@777.74[]	50771.4883	43578.3789	35810.7109	36286.0117	35834.3008	38826.1484	29111.1797	38852.7695
171.062805@79.34[]	52591.6016	36696.1211	26259.6504	19192.9492	22374.7500	25691.6406	17058.0293	20404.7598
249.155834@56.47[1]	196254.9062	173252.0000	85807.3594	72523.1797	207352.4062	151426.7969	185895.5938	120585.2969
162.112935@49.98[1]	787508.8125	727954.8750	699721.5000	876340.6875	580226.8750	675864.8750	710963.6250	662761.8750
140.068522@56.34[1]	1330415.0000	655349.3125	437185.0938	514035.5000	1676787.0000	733521.6875	1232132.0000	919526.8750
428.699661@56.34[]	44687.8594	39814.8398	41614.5781	37563.4609	38479.0000	35392.6484	37250.1797	39992.7383
584.438315@889.97[]	10556.2900	20052.1992	24392.7305	13317.6104	14725.6797	17303.7598	18071.9805	19449.4395
258.008911@179.60[]	117493.2969	86609.0703	69485.2578	64992.0508	49324.0000	74037.5000	60437.7383	62572.3594
172.097175@364.68[]	56065.6992	38879.1484	18315.6895	13701.2100	128268.0000	39424.3984	20063.1992	53673.4883
194.022277@72.53[]	80974.0703	57274.8984	54793.2695	49552.0898	48817.8711	62478.6016	40075.8086	48134.4805
443.881507@101.19[]	55244.0586	29389.2305	27349.7500	20385.5293	20849.9395	22984.1895	19776.7695	18798.3594
188.128408@566.15[]	18717.9199	17923.3105	18570.7207	19772.0293	142927.5000	19254.8008	21665.8008	42614.8789
200.859304@56.42[]	147058.7031	53262.1016	55853.1914	53854.9297	53577.1719	53162.9805	52484.2812	54672.9297
162.112905@57.09[1]	5527894.0000	6059035.0000	4772742.0000	5545085.0000	6075519.0000	6145023.0000	7648780.0000	6321165.0000
231.134246@146.44[]	94042.6016	139503.4062	61974.3516	119205.1016	70836.3438	61143.9297	50019.5000	107297.8984
227.079448@176.38[1]	1003389.0000	629918.6250	589071.6875	471005.5000	609454.6875	557748.6250	563787.6875	580722.6250
200.094433@493.27[]	44468.9883	29035.6602	26758.5000	22309.4805	24391.5801	25132.1699	22299.7793	35370.2695
253.178823@815.19[]	80294.7109	64071.7383	128315.2969	110749.8984	95230.7969	59673.6797	60845.7812	77247.1484
401.341608@981.11[]	116991.6016	85886.4375	19991.2305	14842.8496	27168.4395	26118.1094	30478.7695	27319.7402
450.664968@56.43[]	30156.4297	24829.9805	25849.3809	21549.4609	23891.6504	26989.9805	24412.6797	21939.0898
195.077601@203.80[]	32152.3398	23516.2402	25050.7598	21292.7109	28090.8691	28214.2305	30297.4297	40263.0508
1079.632273@835.01[2]	25830.4199	31641.7305	43311.6797	38274.7695	35664.2812	40003.6289	43115.1094	44198.6094
598.628759@863.63[]	14233.1504	20203.3301	22314.9395	16148.2100	19821.9199	22061.0703	21617.2500	18464.2109
169.086789@537.37[]	282837.5000	227650.7031	290400.5000	255774.7031	315048.0938	305952.4062	342880.0938	329060.6875
333.163281@486.95[1]	810428.6875	107581.7969	146209.4062	661385.1875	221846.0938	377588.6875	290150.5938	450312.9062
98.919057@56.43[]	272327.0000	131610.2031	126168.7969	104633.2031	96828.6094	136079.0938	104554.1016	96990.5469
310.875720@73.19[]	57359.9297	37937.5195	37089.7695	32483.5195	21041.3398	28281.8906	22002.9492	23641.6699
846.588405@56.42[]	22828.6895	20988.4805	22826.8906	20522.5391	28415.8809	20426.8105	26148.0391	26243.7305
69.069745@445.12[]	43845.5312	34097.6797	54432.3789	64674.1992	24317.6699	31067.2207	70123.7188	80972.9062
162.055344@329.37[]	87782.4609	60556.7617	55215.7500	33145.4609	64767.7383	51296.4805	21164.2305	87458.7188
226.180290@764.28[1]	389881.0000	100613.6016	132205.7969	150589.7031	108454.2031	74321.4375	138188.0000	194497.0000
527.591064@275.24[3]	146084.2969	26629.5000	69078.7109	55032.0117	67844.9766	87239.8984	84330.7969	18235.8105
86.096446@396.48[]	71666.4375	38838.1602	27887.4395	19754.9707	36801.7109	31884.2598	18597.8496	24257.0801
472.780483@290.02[2]	55367.6016	30624.7891	30524.8496	23931.6992	18029.0996	18714.7793	32255.1191	13311.3496
492.308709@814.32[1]	404170.5938	604742.3750	346672.8125	310926.1875	129839.6016	69406.4922	62999.6406	51538.9492
488.655484@56.34[]	61946.7188	52856.5586	55186.5898	53126.7891	48593.5000	49966.9688	52524.3086	55081.6992
223.088324@242.00[1]	1195804.0000	640657.6250	643764.1250	608097.3750	749734.3750	706696.3750	724012.3750	793358.1875
219.026572@56.42[1]	513642.5000	295939.4062	335269.5000	301826.3125	453458.9062	316650.5000	409339.8125	351817.5938
334.017096@642.87[]	74698.2422	63792.1406	36792.9219	32470.8906	35342.4297	25279.6406	38051.6797	35853.7500
542.325457@820.48[1]	9458517.0000	9858192.0000	5428236.0000	5893963.0000	1824746.0000	1783293.0000	2380386.0000	1861687.0000
1092.671309@742.93[2]	75672.3203	800096.8750	112933.8984	54172.5586	226087.0938	81727.9297	57144.1484	104963.2031
240.079289@575.98[1]	2216627.0000	4036573.0000	2933860.0000	1062836.0000	1607746.0000	1549458.0000	2471365.0000	1543163.0000
215.125865@322.35[]	31065.4199	24567.1602	24634.0898	17928.4609	18755.7305	14303.8896	13616.4404	14261.9004
151.035511@262.89[]	52576.6797	34077.8789	42839.4102	37824.2109	37569.2812	39051.4805	39081.9805	37057.7695
375.210823@688.13[1]	5332790.0000	807622.0000	1849464.0000	5738970.0000	1468432.0000	2970068.0000	2353368.0000	2969131.0000
218.138998@53.29[]	177091.9062	227387.9062	159222.4062	209793.2031	113470.7031	199841.2031	124029.2031	144480.2031
292.990419@642.42[1]	396438.5938	349583.0938	202133.0938	168534.5000	185581.5000	149490.0938	217283.9062	200849.5000
281.174173@801.23[]	104409.2969	91801.0000	81157.6016	73569.9766	122405.7031	71653.6719	88689.2188	100436.3984
234.993121@329.46[]	99829.7734	65031.0586	63709.8906	41841.8789	78913.2891	65232.7109	30401.3809	105585.8984
266.139292@220.44[]	82425.6484	63467.3398	34529.4219	32566.1699	28659.1602	27596.0703	22646.0801	26950.0000
251.964000@642.54[]	55537.8203	50624.6914	36043.8281	30304.1992	34357.9414	29117.6504	37933.3789	33197.6094
259.097064@789.63[]	31577.8105	20089.9902	15316.1797	19259.9102	36911.9297	22967.7109	24936.0801	29376.5195
398.242401@818.37[1]	1374468.0000	1396592.0000	1720148.0000	1421925.0000	2720728.0000	7515438.0000	2574046.0000	2712443.0000
128.107113@374.22[]	59805.9297	35718.9805	27464.2891	24159.7695	35062.3906	26649.8203	18519.2598	21557.0605
373.024969@72.98[]	65377.6406	34867.5195	41636.2695	36458.5391	39111.0781	28840.6992	33089.2305	30386.2598
572.368863@929.65[]	134561.4062	238583.5000	102384.6016	57721.1797	26734.2109	30394.2695	31628.9102	44647.8008
520.345096@835.18[]	58620660.0000	62230440.0000	62593600.0000	61146280.0000	48635580.0000	55077232.0000	50382928.0000	48782460.0000
502.293916@830.76[1]	1215394.0000	1441679.0000	1534522.0000	1148491.0000	1613433.0000	1559925.0000	1679358.0000	1429299.0000
430.126779@189.10[]	152311.5938	110295.6016	162768.5000	86408.3906	107516.2031	80559.1484	115172.2031	106259.6016
183.136458@640.02[]	20791.2793	18073.9707	25297.3594	29413.5605	19358.6309	19760.0508	36632.4297	42533.3906
1025.656239@831.58[1]	183221.4062	141067.2031	118554.1016	99119.5625	77980.2969	80158.5078	65382.9883	57506.1016
426.793277@57.83[]	90949.5391	38695.2188	37668.1484	28623.0508	26087.0508	30871.6406	20365.4492	20289.7695
415.073436@557.97[]	36913.0312	21844.3398	14749.0898	12671.1904	21744.3691	13451.2695	15767.4902	14305.8096
330.264478@824.48[]	34775.2695	18656.7500	20917.7500	42605.4414	14509.0996	25814.4102	19103.4707	28155.0801
264.163346@551.04[]	43187.0312	26314.6699	26083.0508	23165.9609	18950.3496	25960.3809	19005.5801	28702.6699
355.284676@886.30[]	43189.3281	33599.5000	53896.0781	21402.2891	67552.7812	83006.5000	75481.6406	62685.8398
232.977403@642.63[1]	611043.6250	532025.1875	326062.4062	252680.4062	278750.9062	207861.7969	317414.1875	295714.1875
475.786445@797.56[]	155700.4062	27448.0801	60893.4297	183852.2031	27859.0293	39939.4297	35459.5195	41870.5703
132.077148@50.07[1]	630549.1875	835815.5000	573381.6250	437520.8125	405952.4062	570528.1875	468613.5000	412189.1875
413.761803@302.16[2]	93696.1797	25634.9492	21417.8301	28271.2305	30512.4707	22830.9004	30318.4707	31761.6992
651.824340@725.05[2]	89899.6172	13178.9004	16157.6104	13236.0098	24100.1406	13275.5498	21174.1895	17045.7500
188.068144@101.97[1]	951593.5000	642638.6250	557921.1875	515677.4062	512594.6875	483942.1875	402350.5938	369825.6875
568.334373@820.23[]	62653.1406	96063.3672	133898.7969	57468.0703	40368.2617	55623.6016	34660.4883	30684.3398
512.334982@782.94[1]	692766.0000	523991.0938	250698.2031	314572.5938	204448.9062	238580.7969	176286.2969	157955.4062
231.138010@786.24[]	162545.2031	89190.5781	79154.1094	81997.2578	33703.1406	20179.5605	18758.2500	36355.0117
295.226280@815.81[]	93469.4219	71534.7578	68118.0078	59869.0508	102398.3984	51267.0898	90336.0078	53295.7812
206.893810@54.98[]	33637.1992	25184.6992	20205.1094	21074.0000	16543.1797	17350.5898	16797.8105	17315.9199
430.126829@232.42[1]	397023.8125	110573.0000	174563.9062	77763.2891	163963.5000	85489.1094	274552.4062	213393.5938
272.186151@799.17[1]	354838.5938	235397.2031	228678.7969	236739.9062	198662.5938	212562.4062	210553.4062	293679.0000
245.117859@777.70[]	109467.2031	87918.2500	64943.1094	73498.9062	19975.0801	20936.9492	15639.2598	17970.1406
361.139612@565.37[]	68688.4062	20894.1406	27123.3203	29379.2402	30265.4395	35283.5312	28631.5508	33136.1719
113.070693@73.31[]	29519.0098	29170.3691	30943.5801	42592.8203	37066.3086	32225.7793	69989.2031	69520.5938
385.760880@355.02[2]	198947.7969	62538.2109	95535.5391	105389.3984	58410.5781	79687.1719	72232.2109	37311.6797
412.209640@422.24[]	126929.8984	39206.1797	60131.6211	111962.6016	24932.6895	59404.0508	61822.6211	49851.7891
158.154041@790.87[]	316178.8125	318725.6875	312938.5938	343093.5000	296245.0938	303379.1875	281728.4062	306947.4062
223.094407@50.93[]	39400.8789	47565.5703	55667.1094	46325.4492	67266.6797	51708.0117	69419.5234	64740.6602
347.222352@766.79[1]	3577169.0000	1822330.0000	608173.8750	1349989.0000	1565539.0000	2045372.0000	2067086.0000	2898750.0000
279.170419@325.99[]	62293.8008	85298.8438	29085.5195	28500.4707	17707.6602	25114.1699	20757.5703	13454.0596
449.108102@522.54[1]	710578.8750	184975.2969	431933.3125	327353.0000	27071.6797	225974.4062	45698.9883	47400.0586
463.443310@292.99[2]	300126.3125	354836.0938	311780.3125	261927.7031	506855.4062	462594.5000	356067.9062	89286.9297
318.970018@54.03[]	190711.2031	130545.2031	328327.1875	165848.5000	281223.3125	294352.3125	381104.4062	373289.4062
252.159553@565.08[]	34206.9492	21092.6602	16588.1504	15880.4600	24901.9902	19372.6094	16907.3105	21582.9609
1186.883060@748.71[]	21416.3203	550409.8750	29304.9102	13511.0898	50905.7383	21243.0098	32642.7207	28504.7109
305.079999@799.75[]	13700.4404	14847.5098	17633.8594	12497.4297	18269.9297	14771.6797	15141.7695	24537.7402
146.060242@507.64[1]	1364612.0000	330925.5000	441073.9062	554871.6250	763943.3750	857242.1250	816953.5000	1123471.0000
237.106275@378.10[]	991783.8125	302324.0938	420590.5938	515545.4062	4012361.0000	4569671.0000	9058178.0000	5549337.0000
314.232494@610.25[]	63936.6094	26713.1797	36592.7617	51007.9492	25815.7207	45087.2617	43723.1289	52400.8008
424.207958@177.09[]	113751.2969	82536.5391	63901.3906	49655.3008	33414.2812	51868.4883	24062.0508	35088.6094
283.172682@726.20[]	30029.9102	21218.5898	19311.2695	23313.6895	27398.2598	18314.7695	18114.0293	37677.7617
628.463843@888.36[]	12680.1201	19829.2695	26405.6992	13650.2803	16665.0195	20206.9102	18531.7207	18996.0098
266.140403@784.76[]	65359.8711	24635.1992	26604.5508	14859.3701	13625.2100	33949.3984	12714.3799	46123.6719
255.065352@635.44[1]	1077888.0000	250882.2031	377743.0938	429703.5938	232358.0938	97473.1406	63750.3516	88553.2031
548.610841@56.51[]	39780.2695	43363.4805	45591.4883	42194.5000	44442.2891	36742.4883	42603.3516	43091.8008
214.180472@765.52[1]	587909.6250	121985.1016	262016.2969	243722.9062	183930.2031	52415.4414	365294.1875	264450.9062
438.321369@772.74[]	52698.5781	29567.3301	33935.8008	42809.7891	24566.1406	24351.7402	19316.3906	26485.4395
449.964272@293.08[2]	34249.8203	43945.1016	33395.3906	29012.0898	60550.7891	51732.6289	41986.6719	9707.6260
136.075146@73.44[]	179977.9062	201879.5938	163080.2969	131440.5000	120054.6016	108447.0000	81823.2500	67080.5312
560.335262@800.16[1]	1470206.0000	1512891.0000	315378.8125	436137.0000	107968.3984	633430.8125	104335.7969	95680.2812
132.079322@179.07[1]	869292.8125	962001.5000	678520.3125	481555.8125	590921.5000	669991.3750	612317.3125	603571.3750
235.091442@197.48[]	51740.8594	25973.0605	27469.0391	22875.8691	93624.0469	22163.6895	95714.7266	77539.3438
174.112588@447.97[]	64531.4688	47417.4883	43187.7500	48449.9492	385542.3125	88901.6875	84353.3672	138155.7969
468.309415@818.25[1]	4413968.0000	3246929.0000	2076670.0000	1938627.0000	878158.5000	747526.6250	787420.3750	696494.3750
550.386983@924.99[1]	1310355.0000	1247923.0000	605424.6875	419040.3125	182712.7969	160148.5938	140774.7031	148467.0000
160.036685@56.34[]	53477.9492	26926.9609	26366.1797	21113.2305	63758.4492	39757.5000	59531.0508	64162.3906
552.605221@56.55[]	20807.8398	13887.3496	18179.6191	16157.4805	16387.5391	14692.5195	16994.1094	16749.7793
1019.608230@828.98[1]	99605.8281	71022.9609	67376.4688	52387.7383	32758.6191	42997.7617	37229.6992	30501.5996
498.832522@538.94[2]	38349.2891	24267.3301	17712.7305	18001.6309	28963.0508	25678.1309	23921.8906	20501.0605
150.058124@72.78[1]	980367.8750	815534.1875	651930.0000	627893.5000	712851.6875	731964.3750	518552.6875	565519.6250
1095.289654@745.32[2]	34651.8906	211041.4062	37963.0508	21172.7793	97340.1484	25257.5898	22748.8594	34554.6406
582.320036@798.22[]	192209.2969	128968.1016	51954.9492	64807.5898	36868.1016	81975.4922	44898.0898	35801.3203
242.938531@80.54[]	59433.6914	49375.9688	33704.8086	21124.2500	78973.1172	19330.1797	22700.9902	48968.7500
237.148604@791.74[1]	425166.1875	335766.6875	204176.2969	301099.0000	201837.7969	267973.1875	173121.5000	262395.3125
196.060961@206.07[1]	362466.5938	504829.0938	245206.2031	386950.3125	276458.3125	386954.5938	186164.4062	291958.0938
162.091458@455.44[]	73638.6406	36316.5898	21897.2305	15356.0000	28318.6699	31149.0000	16428.1797	19129.2109
76.039482@259.01[]	27036.0898	22046.6895	43094.3906	24753.4102	102528.2031	32450.1992	36164.5117	73016.4062
449.328590@821.55[1]	188011.9062	98319.8203	33953.1211	72536.9688	152257.7969	34949.0508	52170.5703	54450.7812
274.792011@56.47[]	60365.0117	26049.4805	23663.5508	21738.4395	22555.2305	26088.2793	23588.4004	19672.8301
430.696656@56.30[]	119037.8984	96417.4766	95591.1172	92730.2891	89076.6094	82491.7188	88882.0703	92190.7109
508.623399@56.47[]	26930.1094	23344.7598	24327.5098	19170.5703	21540.5605	25018.7109	23003.5293	21343.8398
683.434941@866.19[]	18414.4805	37597.1211	29001.1797	16328.6602	9560.4707	10609.5303	13338.4297	15565.4297
242.284343@767.25[]	53003.6719	7110.5103	58714.7188	57165.0117	51329.6484	53009.5391	50011.8086	51424.6094
226.143846@387.97[]	45757.7617	39242.6094	14627.2197	22684.5605	76788.2578	25150.3496	13650.7900	39327.5586
256.175995@226.06[]	113509.1016	176945.0000	61597.6602	39413.2695	95576.1094	67847.0391	37696.9609	85515.6094
221.113047@304.39[]	106934200.0000	61939968.0000	71021528.0000	45184200.0000	49975040.0000	57862912.0000	52541640.0000	56826832.0000
270.315440@786.57[]	29879.7305	28504.6094	23472.1895	25536.3203	23652.3691	25001.7402	25005.9199	29058.5508
233.981554@73.23[]	13989.3301	25295.9805	31698.0293	41413.3594	22975.0293	26135.3398	37736.8906	20960.3594
316.212341@330.32[]	28820.3691	20526.9609	10370.5000	10686.5498	20292.9609	14384.9902	24847.8594	30961.1992
123.054809@73.19[]	428450.5938	272720.5938	209468.9062	385831.1875	302961.5938	320106.5000	201969.5000	246004.4062
193.131360@568.59[]	78021.4609	75170.4062	105064.2969	21337.7695	55465.7617	113315.5000	29381.5293	51760.0000
276.017187@179.64[]	52582.2695	38598.8789	31713.5996	27607.5000	36459.2891	35154.3203	32802.6719	29278.5391
476.306686@416.21[1]	137164.4062	104700.5000	76090.1484	91647.8594	75745.4531	63519.9102	92503.6484	124862.6016
1111.508882@840.83[1]	294493.1875	272226.3125	95362.8594	73366.5781	244497.5938	547224.0000	301801.4062	91929.0391
402.285274@622.27[]	81631.4375	40328.4102	36381.3711	36248.2617	18926.5508	23314.4199	14542.5703	23535.5508
310.310767@947.49[1]	1020342.0000	66566.1172	463674.0000	91789.9219	123344.7969	22047.3691	994884.3125	345853.4062
318.168731@272.55[3]	161928.2031	121814.0000	83467.4609	119695.6016	46542.2617	92280.4375	107627.1016	57772.5586
198.862269@56.34[]	586666.6875	186799.7969	189490.7031	184390.7969	184471.9062	174116.0000	179526.9062	181163.7969
416.111111@622.64[1]	273814.1875	64530.3281	94108.8203	54923.9688	136986.9062	88659.3203	245411.2969	212921.0938
200.974341@72.24[]	27394.2402	20989.0801	17349.9707	10895.7900	23719.1094	14388.6504	13066.6602	18487.6504
152.027782@275.86[]	44124.6211	22961.2500	26711.8105	23239.3496	21781.3906	28935.8203	21477.3105	24650.6602
952.583667@805.36[1]	205496.9062	18061.0801	65605.8672	245225.2031	85027.7891	99341.2188	119977.5000	132655.4062
